Id,SalePrice
1461,110123.40696804551
1462,159025.86742060632
1463,169680.79385574767
1464,188057.26733826706
1465,219786.44468421536
1466,182153.02953226562
1467,175452.72243797127
1468,175114.17133259587
1469,210213.68817231804
1470,102004.92286826274
1471,210417.79510906758
1472,119298.47991584893
1473,107373.29724515043
1474,164583.18678652262
1475,146056.09200395783
1476,328669.359421181
1477,268110.0701473928
1478,296234.33999715187
1479,286752.5459692697
1480,387022.61638199957
1481,302944.43226099666
1482,235070.77291681292
1483,190556.149489169
1484,195563.67930791224
1485,184872.83503489709
1486,214429.84527351987
1487,313883.20605743816
1488,270351.65491982223
1489,207300.74084507814
1490,204308.2854606416
1491,210883.5898968433
1492,97651.6087884279
1493,190682.14867132413
1494,288180.78324918775
1495,286053.19892008184
1496,225025.67881259695
1497,213673.49913658993
1498,179301.10719894478
1499,179597.89855612768
1500,162103.90712625766
1501,178175.4450843765
1502,170439.52554581198
1503,268579.39574018586
1504,244413.36569516663
1505,225288.42741388548
1506,213812.02290476905
1507,245884.6192035405
1508,198854.0023328592
1509,177123.63396092062
1510,148749.41806545993
1511,146996.92544501135
1512,166659.73218645016
1513,172914.65509048896
1514,165539.2474273448
1515,218683.22626186348
1516,156651.812651
1517,157923.5151414806
1518,170540.42925487622
1519,226999.68038114114
1520,124054.4553820081
1521,129488.88960343273
1522,186676.28719259799
1523,101420.58136806497
1524,109482.49292062176
1525,107132.58092731773
1526,109577.67610175
1527,98664.1749949581
1528,146654.35589070083
1529,140408.73796716798
1530,186083.46909586852
1531,113771.56418087287
1532,78209.55413667578
1533,154391.2753117145
1534,143978.49051749846
1535,156148.03533964185
1536,115978.43837281037
1537,46723.40673166257
1538,187541.2398616937
1539,220882.2749480768
1540,137491.99315723265
1541,164134.04089129064
1542,153155.51877439022
1543,214171.20024886355
1544,58741.40453592781
1545,115823.29791205004
1546,137546.0448227753
1547,122966.27280119178
1548,139761.1340684502
1549,113332.15908028139
1550,132715.12969274772
1551,125730.84191845683
1552,137792.15424446203
1553,139947.88256413862
1554,134312.39786004834
1555,158557.52017385326
1556,97437.09688673937
1557,109678.9568933202
1558,104758.39591427636
1559,99347.08189910045
1560,132978.89994991384
1561,145991.27345765452
1562,120091.10970137082
1563,104855.59028433962
1564,167965.06738241715
1565,143013.11212172848
1566,224398.22950353334
1567,70622.29068433843
1568,207562.4728366034
1569,103544.96417965763
1570,137900.131536962
1571,118335.67742264108
1572,137602.16143293027
1573,237288.39418166783
1574,145702.52016130742
1575,217481.07959670667
1576,225395.10111856787
1577,207056.75240130676
1578,146035.05660843384
1579,142314.49173428398
1580,211151.5967090719
1581,132220.86244234955
1582,121647.17992214579
1583,301210.32290813094
1584,238696.7962820679
1585,155384.00216004695
1586,38672.40042020986
1587,96388.41849748907
1588,134077.40825704252
1589,97725.97071430273
1590,147570.82906752964
1591,73203.06305104122
1592,128327.43102287222
1593,122876.37619654997
1594,131135.39430455444
1595,117233.78641607286
1596,225870.81077881576
1597,187831.84261494223
1598,201335.00489578024
1599,204196.5032989732
1600,210874.12276282255
1601,3425.285112838261
1602,125006.4823878319
1603,65012.38163955044
1604,257335.6103584012
1605,262087.25489006285
1606,171228.04387434898
1607,232655.1567827377
1608,227405.40248912293
1609,204683.8129405477
1610,150672.6354741424
1611,151185.64451892138
1612,182657.7541481969
1613,173129.23369685863
1614,114215.0191097681
1615,72668.27335321717
1616,72668.27335321717
1617,88504.49650662579
1618,118106.73123396793
1619,124919.87817177037
1620,202468.27808837593
1621,145627.98405243643
1622,130237.78012675699
1623,263039.7645552794
1624,205304.17675942904
1625,122577.82459989563
1626,183932.40908784
1627,188344.03568414832
1628,280626.8878860036
1629,196563.6306059761
1630,327542.25547194295
1631,238710.57142681303
1632,257950.43553757737
1633,181934.32917652605
1634,190430.66543715284
1635,173218.63638350018
1636,172169.67098263698
1637,179113.08263465017
1638,221528.48929653922
1639,203282.89343034988
1640,266234.61134445807
1641,203430.65905334754
1642,227789.36367291678
1643,248807.1622388882
1644,243138.4725680789
1645,180092.85197920166
1646,156773.64293485833
1647,182818.7873146101
1648,146377.3985213705
1649,123177.29391006567
1650,101263.17967090104
1651,112215.57016983256
1652,120427.86591090355
1653,120222.55571430922
1654,168162.4546602359
1655,170404.5989042255
1656,165712.57278157724
1657,169291.84065529052
1658,166277.26577910455
1659,147204.98386203754
1660,147847.94772044756
1661,349038.1077794158
1662,340087.9356931355
1663,327884.00625674846
1664,399871.0581909856
1665,302727.5287357061
1666,286548.76607222436
1667,312199.97418029094
1668,304668.0771591938
1669,281537.0429482474
1670,308434.7060757822
1671,248878.65698817326
1672,361855.2181657222
1673,284490.96093636146
1674,271264.4370604805
1675,194265.30461650342
1676,191895.42806247133
1677,215141.24675817834
1678,386620.71309794625
1679,317975.20248543704
1680,302425.6318303717
1681,263869.7147824634
1682,276018.76311848685
1683,216664.17518539052
1684,196124.22004101798
1685,179134.57609221875
1686,201064.91439491836
1687,185139.47601629933
1688,210202.44394455524
1689,207280.74613753427
1690,199014.18671181938
1691,188141.49069744349
1692,261319.64654440247
1693,184872.83503489709
1694,179296.3154914782
1695,185643.7866220493
1696,267006.61967731966
1697,185496.7380985883
1698,317712.16437141784
1699,302348.02089565084
1700,237599.13381188456
1701,268279.12037488865
1702,281773.0483644437
1703,273974.3983516006
1704,279803.507770316
1705,240311.49180135992
1706,364495.3208829223
1707,223192.73346990696
1708,221463.0798670007
1709,287131.8864247664
1710,243628.16321528703
1711,255958.7451466599
1712,276805.9148001203
1713,254354.79260698217
1714,231234.03436454036
1715,211460.84083738038
1716,211212.33171169227
1717,202701.12598088896
1718,155287.3971663681
1719,219288.09750559414
1720,261885.33130901027
