Id,SalePrice
1461,133216.3
1462,149801.73
1463,178519.28
1464,180344.33
1465,204299.55
1466,177554.27
1467,170924.7
1468,179348.22
1469,190665.39
1470,115361.94
1471,197751.81
1472,91395.56
1473,90360.21
1474,154726.61
1475,144491.56
1476,405170.06
1477,236392.6
1478,316677.9
1479,299829.47
1480,505286.75
1481,353937.03
1482,208819.0
1483,171332.11
1484,169366.42
1485,178370.17
1486,208898.44
1487,334527.53
1488,265052.06
1489,218414.94
1490,192533.0
1491,187813.03
1492,110248.42
1493,197817.12
1494,273811.16
1495,261433.27
1496,219891.75
1497,209779.62
1498,153711.69
1499,151909.06
1500,136658.3
1501,173726.61
1502,141727.8
1503,313972.12
1504,219690.75
1505,217670.36
1506,216426.34
1507,229589.66
1508,193077.56
1509,167297.83
1510,149807.77
1511,159992.86
1512,159326.56
1513,174151.5
1514,174722.62
1515,247324.81
1516,144949.06
1517,161334.02
1518,141618.44
1519,216583.75
1520,132159.52
1521,145933.84
1522,187741.27
1523,120791.914
1524,120004.18
1525,125424.336
1526,126910.664
1527,102597.58
1528,124337.07
1529,126098.99
1530,171757.06
1531,125501.18
1532,78988.61
1533,142280.5
1534,124835.49
1535,148344.53
1536,115774.48
1537,88553.586
1538,188458.67
1539,225351.69
1540,122572.805
1541,174729.05
1542,149119.89
1543,241646.3
1544,67837.62
1545,97130.68
1546,117548.77
1547,109371.76
1548,137793.06
1549,109129.445
1550,127130.01
1551,118590.766
1552,141333.66
1553,130831.19
1554,115611.336
1555,147214.92
1556,115758.16
1557,112635.04
1558,94098.37
1559,123710.47
1560,137196.52
1561,156706.62
1562,130965.73
1563,120660.12
1564,161046.52
1565,147207.38
1566,201883.47
1567,62905.816
1568,218667.14
1569,107117.74
1570,128121.64
1571,116458.71
1572,156588.03
1573,240731.25
1574,157161.67
1575,187655.06
1576,205659.02
1577,211832.53
1578,141457.78
1579,144341.16
1580,195941.92
1581,145093.78
1582,134144.08
1583,333906.97
1584,245843.62
1585,140064.88
1586,79240.48
1587,100708.06
1588,145950.4
1589,100052.32
1590,149304.97
1591,98812.12
1592,121525.21
1593,109548.59
1594,134656.42
1595,120802.71
1596,280853.75
1597,181834.47
1598,169648.48
1599,163175.22
1600,180847.6
1601,44258.87
1602,113952.43
1603,83990.58
1604,266469.7
1605,246304.28
1606,166824.7
1607,225443.81
1608,208261.42
1609,203924.83
1610,184898.12
1611,159551.89
1612,189368.5
1613,174473.47
1614,120107.234
1615,78566.34
1616,78566.34
1617,84635.71
1618,134039.12
1619,136964.14
1620,244909.34
1621,146256.2
1622,133603.89
1623,314805.4
1624,219296.8
1625,120890.0
1626,189714.62
1627,194440.55
1628,270308.78
1629,174904.83
1630,332169.75
1631,239279.81
1632,286699.25
1633,175805.1
1634,177013.67
1635,178498.9
1636,156036.78
1637,202601.16
1638,237569.52
1639,192140.48
1640,285847.4
1641,187614.12
1642,222602.78
1643,228872.47
1644,224538.03
1645,168910.98
1646,158698.2
1647,174485.34
1648,154748.19
1649,132480.05
1650,113160.64
1651,124931.305
1652,92403.47
1653,94648.33
1654,159168.39
1655,158621.1
1656,153327.31
1657,161912.6
1658,153327.31
1659,140586.02
1660,139488.45
1661,515826.6
1662,426146.56
1663,383004.28
1664,441957.12
1665,367830.75
1666,246920.72
1667,332274.06
1668,379677.28
1669,286542.28
1670,340705.1
1671,234908.16
1672,490513.9
1673,305869.53
1674,269960.8
1675,183213.61
1676,193228.5
1677,221472.92
1678,399648.22
1679,369110.16
1680,323817.62
1681,303176.9
1682,289327.66
1683,173071.11
1684,171094.86
1685,181097.36
1686,174692.9
1687,177172.45
1688,177036.84
1689,179295.53
1690,172177.56
1691,169762.19
1692,254670.0
1693,178370.17
1694,180264.8
1695,177636.55
1696,244327.61
1697,177610.22
1698,405110.16
1699,356582.6
1700,251355.02
1701,251400.77
1702,328711.62
1703,287545.7
1704,308960.44
1705,253442.17
1706,441541.28
1707,236516.33
1708,211784.6
1709,313677.2
1710,233875.67
1711,232831.34
1712,303565.9
1713,230282.98
1714,203830.52
1715,204801.36
1716,191263.67
1717,165769.38
1718,130215.13
1719,186458.55
1720,264684.94
1721,183241.48
1722,136417.1
1723,159922.5
1724,237426.39
1725,256529.9
1726,198232.55
1727,165094.39
1728,179569.8
1729,157446.52
1730,154008.84
1731,141967.52
1732,132314.89
1733,118891.42
1734,136723.0
1735,129668.07
1736,123458.85
1737,276342.9
1738,218949.5
1739,302655.1
1740,279564.62
1741,178310.33
1742,171554.06
1743,178385.75
1744,307019.7
1745,223788.42
1746,233204.28
1747,196577.5
1748,225915.77
1749,146846.44
1750,148245.58
1751,238009.66
1752,119610.14
1753,167322.98
1754,221009.08
1755,162628.0
1756,111567.8
1757,115440.945
1758,140380.03
1759,158437.5
1760,168352.02
1761,158678.38
1762,161295.44
1763,185770.5
1764,115657.98
1765,199034.58
1766,165879.66
1767,220632.69
1768,128175.96
1769,159200.52
1770,148644.19
1771,140414.97
1772,134899.94
1773,124722.1
1774,162236.7
1775,141930.36
1776,119660.95
1777,110714.46
1778,125561.375
1779,114591.93
1780,185311.73
1781,133003.83
1782,107427.234
1783,159039.38
1784,100379.6
1785,104584.484
1786,166348.56
1787,194442.61
1788,56391.773
1789,68022.66
1790,65761.93
1791,246660.48
1792,157924.44
1793,146568.16
1794,148760.72
1795,147422.0
1796,110363.61
1797,137870.92
1798,131382.53
1799,109518.14
1800,122524.414
1801,134118.3
1802,182061.14
1803,176402.53
1804,148115.28
1805,143234.25
1806,116424.29
1807,127291.945
1808,128024.555
1809,105976.44
1810,153538.06
1811,112967.336
1812,106621.7
1813,130248.69
1814,83312.7
1815,54528.953
1816,102723.086
1817,137437.98
1818,124193.46
1819,131267.86
1820,71802.15
1821,127481.43
1822,177871.08
1823,43754.156
1824,137868.03
1825,106963.2
1826,95703.625
1827,106708.125
1828,134350.5
1829,108004.7
1830,164375.67
1831,192619.25
1832,147172.22
1833,153283.27
1834,136007.84
1835,136121.48
1836,147915.42
1837,73104.46
1838,138019.95
1839,80170.07
1840,172756.08
1841,147951.97
1842,101140.125
1843,128021.086
1844,127685.55
1845,124321.34
1846,130501.28
1847,167174.12
1848,70532.31
1849,115079.625
1850,118857.375
1851,142384.62
1852,133455.72
1853,136422.1
1854,170203.67
1855,140908.36
1856,235229.44
1857,82161.75
1858,148447.8
1859,119381.1
1860,138744.66
1861,117014.98
1862,324495.25
1863,324495.25
1864,324495.25
1865,345298.0
1866,369814.75
1867,260811.48
1868,278974.56
1869,191298.0
1870,230306.33
1871,258262.5
1872,158779.75
1873,231056.1
1874,134713.64
1875,198020.44
1876,191117.84
1877,189172.55
1878,219332.14
1879,125099.66
1880,139228.08
1881,210084.61
1882,255997.3
1883,211147.55
1884,238182.22
1885,236249.0
1886,249702.36
1887,218998.31
1888,269694.22
1889,154016.88
1890,134712.72
1891,145897.83
1892,107907.61
1893,131099.9
1894,132179.86
1895,160188.14
1896,121831.164
1897,120480.47
1898,82530.91
1899,113776.44
1900,138992.4
1901,145161.98
1902,139446.36
1903,261974.62
1904,145444.95
1905,179879.34
1906,156509.75
1907,204345.27
1908,110257.875
1909,126406.516
1910,123746.266
1911,191386.64
1912,273047.25
1913,129279.53
1914,69108.17
1915,321936.22
1916,68839.734
1917,277325.47
1918,133421.55
1919,156334.17
1920,194463.06
1921,408549.75
1922,320780.72
1923,232154.62
1924,216830.19
1925,227942.72
1926,414555.1
1927,141822.39
1928,158079.67
1929,121790.42
1930,137788.58
1931,147760.53
1932,136395.34
1933,154441.73
1934,183910.77
1935,182982.89
1936,180344.33
1937,181359.34
1938,160664.45
1939,283331.12
1940,204299.55
1941,173940.02
1942,185800.53
1943,171272.92
1944,317355.84
1945,344226.0
1946,163021.0
1947,341218.38
1948,156806.72
1949,208514.55
1950,190694.0
1951,262903.5
1952,241246.4
1953,158284.92
1954,242539.39
1955,143349.75
1956,286413.66
1957,188513.5
1958,265390.38
1959,157285.81
1960,120309.37
1961,127017.17
1962,92403.47
1963,95241.91
1964,113692.62
1965,154635.36
1966,153823.97
1967,248450.38
1968,400466.16
1969,378001.53
1970,418939.34
1971,467768.25
1972,409186.44
1973,266899.62
1974,282352.0
1975,455126.8
1976,249419.92
1977,349473.34
1978,435366.1
1979,371745.25
1980,195060.58
1981,356622.03
1982,231599.22
1983,231599.22
1984,166101.84
1985,183445.38
1986,193979.36
1987,203405.64
1988,181851.97
1989,188659.0
1990,230701.45
1991,221472.92
1992,213207.83
1993,163596.84
1994,252194.62
1995,181682.92
1996,288150.28
1997,319333.56
1998,349691.1
1999,255503.11
2000,293466.03
2001,239583.81
2002,215177.5
2003,259683.44
2004,263299.03
2005,241686.61
2006,242837.25
2007,279043.56
2008,206578.12
2009,187375.03
2010,182200.67
2011,134623.64
2012,174481.02
2013,186879.98
2014,181533.48
2015,196176.2
2016,192822.11
2017,203270.06
